plane_name,nation,rank,battle_rating,max_speed,turn_time,climb_rate,wing_rip_speed,combat_flap_rip_speed,image_url
E7K2,Japan,I,1.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/f/f3/GarageImage_E7K2.jpg/800px-GarageImage_E7K2.jpg
E8N2,Japan,I,1.3,___,__._,__._,0,___,https://wiki.warthunder.com/images/thumb/a/ae/GarageImage_E8N2.jpg/800px-GarageImage_E8N2.jpg
F-1,Japan,VI,10.3,"1,710",33.0,138.0,"1,365",735,https://wiki.warthunder.com/images/thumb/c/ce/GarageImage_F-1.jpg/800px-GarageImage_F-1.jpg
F-104J,Japan,VI,10.3,"2,387",34.0,260.0,"1,527",N/A,https://wiki.warthunder.com/images/thumb/3/35/GarageImage_F-104J.jpg/800px-GarageImage_F-104J.jpg
F-16AJ,Japan,VIII,12.0,"2,156",19.5,305.0,"1,555",-,https://wiki.warthunder.com/images/thumb/6/67/GarageImage_F-16AJ.jpg/800px-GarageImage_F-16AJ.jpg
F-4EJ ADTW,Japan,VII,11.0,"2,340",26.0,172.0,1458,N/A,https://wiki.warthunder.com/images/thumb/e/ea/GarageImage_F-4EJ_ADTW.jpg/800px-GarageImage_F-4EJ_ADTW.jpg
F-4EJ Kai Phantom II,Japan,VIII,11.7,"2,340",26.0,172.0,1458,N/A,https://wiki.warthunder.com/images/thumb/c/c4/GarageImage_F-4EJ_Kai_Phantom_II.jpg/800px-GarageImage_F-4EJ_Kai_Phantom_II.jpg
F-4EJ Phantom II,Japan,VII,11.0,"2,340",26.0,172.0,1458,N/A,https://wiki.warthunder.com/images/thumb/3/3d/GarageImage_F-4EJ_Phantom_II.jpg/800px-GarageImage_F-4EJ_Phantom_II.jpg
F-86F-30 ▅,Japan,V,8.7,"1,106",24.0,46.7,"1,170",590,https://wiki.warthunder.com/images/thumb/5/53/GarageImage_F-86F-30_%28Japan%29.jpg/800px-GarageImage_F-86F-30_%28Japan%29.jpg
F-86F-40 ▅,Japan,V,9.0,"1,106",23.0,46.5,"1,170",590,https://wiki.warthunder.com/images/thumb/4/47/GarageImage_F-86F-40_%28Japan%29.jpg/800px-GarageImage_F-86F-40_%28Japan%29.jpg
F-86F-40 JASDF▅,Japan,V,9.0,"1,106",23.0,46.5,"1,170",590,https://wiki.warthunder.com/images/thumb/9/96/GarageImage_F-86F-40_JASDF_%28Japan%29.jpg/800px-GarageImage_F-86F-40_JASDF_%28Japan%29.jpg
F1M2,Japan,I,1.0,412,17.0,13.6,550,356,https://wiki.warthunder.com/images/thumb/9/9e/GarageImage_F1M2.jpg/800px-GarageImage_F1M2.jpg
▅F4U-1A,Japan,II,3.0,683,24.0,12.3,885,388,https://wiki.warthunder.com/images/thumb/6/6d/GarageImage_F4U-1A_%28Japan%29.jpg/800px-GarageImage_F4U-1A_%28Japan%29.jpg
▅Fw 190 A-5,Japan,IV,4.7,648,22.0,14.1,912,-,https://wiki.warthunder.com/images/thumb/3/3d/GarageImage_Fw_190_A-5_%28Japan%29.jpg/800px-GarageImage_Fw_190_A-5_%28Japan%29.jpg
G4M1,Japan,II,2.7,452,32.0,7.2,540,427,https://wiki.warthunder.com/images/thumb/e/ec/GarageImage_G4M1.jpg/800px-GarageImage_G4M1.jpg
G5N1,Japan,III,4.3,402,28.0,6.1,520,363,https://wiki.warthunder.com/images/thumb/4/42/GarageImage_G5N1.jpg/800px-GarageImage_G5N1.jpg
G8N1,Japan,IV,6.0,512,24.4,7.2,680,332,https://wiki.warthunder.com/images/thumb/6/68/GarageImage_G8N1.jpg/800px-GarageImage_G8N1.jpg
H6K4,Japan,I,1.7,325,22.6,6.9,0,498,https://wiki.warthunder.com/images/thumb/c/c3/GarageImage_H6K4.jpg/800px-GarageImage_H6K4.jpg
H8K2,Japan,II,3.7,476,33.0,6.5,560,402,https://wiki.warthunder.com/images/thumb/6/6d/GarageImage_H8K2.jpg/800px-GarageImage_H8K2.jpg
H8K3,Japan,II,4.0,541,33.0,7.3,560,402,https://wiki.warthunder.com/images/thumb/2/23/GarageImage_H8K3.jpg/800px-GarageImage_H8K3.jpg
Hagiri's A5M4,Japan,I,1.3,447,12.3,12.8,558,398,https://wiki.warthunder.com/images/thumb/0/0e/GarageImage_Hagiri%27s_A5M4.jpg/800px-GarageImage_Hagiri%27s_A5M4.jpg
J1N1,Japan,II,2.0,522,25.0,9.6,712.5,432,https://wiki.warthunder.com/images/thumb/0/04/GarageImage_J1N1.jpg/800px-GarageImage_J1N1.jpg
J2M2,Japan,III,4.7,596,19.0,21.2,0,488,https://wiki.warthunder.com/images/thumb/3/39/GarageImage_J2M2.jpg/800px-GarageImage_J2M2.jpg
J2M3,Japan,IV,5.7,596,19.0,21.3,0,488,https://wiki.warthunder.com/images/thumb/f/fb/GarageImage_J2M3.jpg/800px-GarageImage_J2M3.jpg
J2M4 Kai,Japan,IV,5.0,637,21.0,17.3,820,488,https://wiki.warthunder.com/images/thumb/8/8a/GarageImage_J2M4_Kai.jpg/800px-GarageImage_J2M4_Kai.jpg
J2M5,Japan,IV,5.7,615,19.0,17.5,0,488,https://wiki.warthunder.com/images/thumb/b/b4/GarageImage_J2M5.jpg/800px-GarageImage_J2M5.jpg
J2M5,Japan,IV,4.7,615,19.0,17.5,820,488,https://wiki.warthunder.com/images/thumb/5/5d/GarageImage_J2M5_30mm.jpg/800px-GarageImage_J2M5_30mm.jpg
J5N1,Japan,III,5.7,663,27.0,18,810,431,https://wiki.warthunder.com/images/thumb/f/f6/GarageImage_J5N1.jpg/800px-GarageImage_J5N1.jpg
J6K1,Japan,IV,6.3,686,18.0,16.0,780,460,https://wiki.warthunder.com/images/thumb/6/60/GarageImage_J6K1.jpg/800px-GarageImage_J6K1.jpg
J7W1,Japan,IV,6.0,750,30.0,18.6,900,498,https://wiki.warthunder.com/images/thumb/9/95/GarageImage_J7W1.jpg/800px-GarageImage_J7W1.jpg
Ki-10-I,Japan,I,1.0,402,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/c/ce/GarageImage_Ki-10-I.jpg/800px-GarageImage_Ki-10-I.jpg
Ki-10-I C,Japan,I,1.0,402,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/4/47/GarageImage_Ki-10-I_C.jpg/800px-GarageImage_Ki-10-I_C.jpg
Ki-10-II,Japan,I,1.0,402,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/9/91/GarageImage_Ki-10-II.jpg/800px-GarageImage_Ki-10-II.jpg
Ki-10-II C,Japan,I,1.0,402,16.0,15.7,600,N/A,https://wiki.warthunder.com/images/thumb/0/07/GarageImage_Ki-10-II_C.jpg/800px-GarageImage_Ki-10-II_C.jpg
Ki-100,Japan,III,4.0,580,20.0,13.8,850,292,https://wiki.warthunder.com/images/thumb/1/15/GarageImage_Ki-100.jpg/800px-GarageImage_Ki-100.jpg
Ki-100-II,Japan,III,3.7,590,21.0,13.5,850,292,https://wiki.warthunder.com/images/thumb/c/ca/GarageImage_Ki-100-II.jpg/800px-GarageImage_Ki-100-II.jpg
Ki-102 otsu,Japan,II,3.3,580,24.5,19.5,762,437,https://wiki.warthunder.com/images/thumb/5/53/GarageImage_Ki-102_otsu.jpg/800px-GarageImage_Ki-102_otsu.jpg
Ki-108 Kai,Japan,III,3.7,622,21.0,12.1,762,437,https://wiki.warthunder.com/images/thumb/8/89/GarageImage_Ki-108_Kai.jpg/800px-GarageImage_Ki-108_Kai.jpg
Ki-109,Japan,I,2.0,550,20.0,10.9,650,428,https://wiki.warthunder.com/images/thumb/5/52/GarageImage_Ki-109.jpg/800px-GarageImage_Ki-109.jpg
Ki-200,Japan,V,8.7,995,17.0,47.4,1040,598,https://wiki.warthunder.com/images/thumb/8/82/GarageImage_Ki-200.jpg/800px-GarageImage_Ki-200.jpg
Ki-21-I hei,Japan,II,2.0,432,14.0,5.9,540,428,https://wiki.warthunder.com/images/thumb/3/3c/GarageImage_Ki-21-I_hei.jpg/800px-GarageImage_Ki-21-I_hei.jpg
Ki-21-Ia,Japan,I,1.7,432,14.0,5.9,540,428,https://wiki.warthunder.com/images/thumb/b/b4/GarageImage_Ki-21-Ia.jpg/800px-GarageImage_Ki-21-Ia.jpg
Ki-27 otsu,Japan,I,2.0,495,10.0,12.8,554,N/A,https://wiki.warthunder.com/images/thumb/a/a7/GarageImage_Ki-27_otsu.jpg/800px-GarageImage_Ki-27_otsu.jpg
Ki-27 otsu Tachiarai,Japan,I,2.0,495,10.0,12.8,554,N/A,https://wiki.warthunder.com/images/thumb/8/8e/GarageImage_Ki-27_otsu_Tachiarai.jpg/800px-GarageImage_Ki-27_otsu_Tachiarai.jpg
Ki-32,Japan,I,1.3,423,14.0,7.6,600,564,https://wiki.warthunder.com/images/thumb/5/58/GarageImage_Ki-32.jpg/800px-GarageImage_Ki-32.jpg
Ki-43-I,Japan,I,2.7,495,14.0,15.3,630,416,https://wiki.warthunder.com/images/thumb/9/95/GarageImage_Ki-43-I.jpg/800px-GarageImage_Ki-43-I.jpg
Ki-43-II,Japan,I,2.7,558,15.0,15.3,661,416,https://wiki.warthunder.com/images/thumb/1/1f/GarageImage_Ki-43-II.jpg/800px-GarageImage_Ki-43-II.jpg
Ki-43-III otsu,Japan,III,4.0,574,16.0,16.6,661,387,https://wiki.warthunder.com/images/thumb/2/2f/GarageImage_Ki-43-III_otsu.jpg/800px-GarageImage_Ki-43-III_otsu.jpg
Ki-44-I,Japan,II,2.7,558,16.5,21.6,850,400,https://wiki.warthunder.com/images/thumb/f/f6/GarageImage_Ki-44-I.jpg/800px-GarageImage_Ki-44-I.jpg
Ki-44-I 34,Japan,II,2.7,558,16.5,21.6,850,400,https://wiki.warthunder.com/images/thumb/c/ce/GarageImage_Ki-44-I_34.jpg/800px-GarageImage_Ki-44-I_34.jpg
Ki-44-II hei,Japan,II,3.7,606,20.0,18.8,850,400,https://wiki.warthunder.com/images/thumb/c/c8/GarageImage_Ki-44-II_hei.jpg/800px-GarageImage_Ki-44-II_hei.jpg
Ki-44-II otsu,Japan,II,3.0,605,21.0,18.3,850,400,https://wiki.warthunder.com/images/thumb/a/a0/GarageImage_Ki-44-II_otsu.jpg/800px-GarageImage_Ki-44-II_otsu.jpg
Ki-45 hei,Japan,I,2.3,570,24.0,19.5,712.5,450,https://wiki.warthunder.com/images/thumb/e/ef/GarageImage_Ki-45_hei.jpg/800px-GarageImage_Ki-45_hei.jpg
Ki-45 ko,Japan,I,2.7,570,24.0,19.5,712.5,450,https://wiki.warthunder.com/images/thumb/d/d7/GarageImage_Ki-45_ko.jpg/800px-GarageImage_Ki-45_ko.jpg
Ki-45 otsu,Japan,I,2.3,570,24.0,19.5,712.5,450,https://wiki.warthunder.com/images/thumb/2/2c/GarageImage_Ki-45_otsu.jpg/800px-GarageImage_Ki-45_otsu.jpg
Ki-45 tei,Japan,I,1.7,570,24.0,19.5,712.5,450,https://wiki.warthunder.com/images/thumb/5/50/GarageImage_Ki-45_tei.jpg/800px-GarageImage_Ki-45_tei.jpg
Ki-48-II otsu,Japan,II,2.3,499,28.0,10.6,650,428,https://wiki.warthunder.com/images/thumb/7/7b/GarageImage_Ki-48-II_otsu.jpg/800px-GarageImage_Ki-48-II_otsu.jpg
Ki-49-I,Japan,II,3.0,466,29.0,12.5,580,412,https://wiki.warthunder.com/images/thumb/9/92/GarageImage_Ki-49-I.jpg/800px-GarageImage_Ki-49-I.jpg
Ki-49-IIa,Japan,II,3.0,502,30.0,12.5,580,427,https://wiki.warthunder.com/images/thumb/6/66/GarageImage_Ki-49-IIa.jpg/800px-GarageImage_Ki-49-IIa.jpg
Ki-49-IIb,Japan,III,3.7,502,30.0,12.5,610,427,https://wiki.warthunder.com/images/thumb/8/81/GarageImage_Ki-49-IIb.jpg/800px-GarageImage_Ki-49-IIb.jpg
Ki-49-IIb/L,Japan,III,3.7,502,30.0,12.5,580,427,https://wiki.warthunder.com/images/thumb/5/5f/GarageImage_Ki-49-IIb_L.jpg/800px-GarageImage_Ki-49-IIb_L.jpg
Ki-61-I hei,Japan,IV,4.7,591,21.0,10.0,850,292,https://wiki.warthunder.com/images/thumb/1/1c/GarageImage_Ki-61-I_hei.jpg/800px-GarageImage_Ki-61-I_hei.jpg
Ki-61-I hei Tada's,Japan,IV,4.7,591,21.0,10.0,850,292,https://wiki.warthunder.com/images/thumb/a/a9/GarageImage_Ki-61-I_hei_Tada%27s.jpg/800px-GarageImage_Ki-61-I_hei_Tada%27s.jpg
Ki-61-I ko,Japan,II,3.3,590,19.8,11.6,850,292,https://wiki.warthunder.com/images/thumb/b/b1/GarageImage_Ki-61-I_ko.jpg/800px-GarageImage_Ki-61-I_ko.jpg
Ki-61-I otsu,Japan,II,3.7,587,20.3,11.0,850,292,https://wiki.warthunder.com/images/thumb/6/6d/GarageImage_Ki-61-I_otsu.jpg/800px-GarageImage_Ki-61-I_otsu.jpg
Ki-61-I tei,Japan,III,4.3,580,21.0,11.9,850,292,https://wiki.warthunder.com/images/thumb/a/a0/GarageImage_Ki-61-I_tei.jpg/800px-GarageImage_Ki-61-I_tei.jpg
Ki-61-II Otsu Kai,Japan,III,4.7,625,20.0,12.8,850,292,https://wiki.warthunder.com/images/thumb/c/c1/GarageImage_Ki-61-II_Otsu_Kai.jpg/800px-GarageImage_Ki-61-II_Otsu_Kai.jpg
Ki-67-I Ko,Japan,III,4.3,502,30.0,12.5,650,427,https://wiki.warthunder.com/images/thumb/a/a0/GarageImage_Ki-67-I_Ko.jpg/800px-GarageImage_Ki-67-I_Ko.jpg
Ki-67-I otsu,Japan,III,4.7,502,30.0,12.5,650,427,https://wiki.warthunder.com/images/thumb/8/8c/GarageImage_Ki-67-I_otsu.jpg/800px-GarageImage_Ki-67-I_otsu.jpg
Ki-83,Japan,IV,6.0,704,24.0,21.7,870,525,https://wiki.warthunder.com/images/thumb/4/47/GarageImage_Ki-83.jpg/800px-GarageImage_Ki-83.jpg
Ki-84 hei,Japan,IV,6.3,692,19.4,17.9,837,470,https://wiki.warthunder.com/images/thumb/2/25/GarageImage_Ki-84_hei.jpg/800px-GarageImage_Ki-84_hei.jpg
Ki-84 ko,Japan,IV,5.3,692,19.4,17.9,837,470,https://wiki.warthunder.com/images/thumb/e/e6/GarageImage_Ki-84_ko.jpg/800px-GarageImage_Ki-84_ko.jpg
Ki-84 otsu,Japan,IV,5.7,692,19.4,17.9,837,470,https://wiki.warthunder.com/images/thumb/1/11/GarageImage_Ki-84_otsu.jpg/800px-GarageImage_Ki-84_otsu.jpg
Ki-87,Japan,IV,5.7,707,22.0,15.0,880,457,https://wiki.warthunder.com/images/thumb/4/4a/GarageImage_Ki-87.jpg/800px-GarageImage_Ki-87.jpg
Ki-94-II,Japan,IV,6.0,720,23.0,17.0,850,580,https://wiki.warthunder.com/images/thumb/1/18/GarageImage_Ki-94-II.jpg/800px-GarageImage_Ki-94-II.jpg
Ki-96,Japan,III,3.7,600,24.0,19.5,762,437,https://wiki.warthunder.com/images/thumb/f/f7/GarageImage_Ki-96.jpg/800px-GarageImage_Ki-96.jpg
Kikka,Japan,V,7.0,875,22.0,26.0,980,558,https://wiki.warthunder.com/images/thumb/6/6a/GarageImage_Kikka.jpg/800px-GarageImage_Kikka.jpg
N1K1,Japan,II,2.3,489,19.0,14.9,600,394,https://wiki.warthunder.com/images/thumb/0/03/GarageImage_N1K1.jpg/800px-GarageImage_N1K1.jpg
N1K1-Ja,Japan,IV,5.3,614,18.0,17.8,780,487,https://wiki.warthunder.com/images/thumb/e/e5/GarageImage_N1K1-Ja.jpg/800px-GarageImage_N1K1-Ja.jpg
N1K2-J,Japan,IV,6.0,650,19.0,18.2,780,498,https://wiki.warthunder.com/images/thumb/a/aa/GarageImage_N1K2-J.jpg/800px-GarageImage_N1K2-J.jpg
N1K2-Ja,Japan,IV,6.0,650,19.0,18.2,780,498,https://wiki.warthunder.com/images/thumb/6/66/GarageImage_N1K2-Ja.jpg/800px-GarageImage_N1K2-Ja.jpg
▅P-51C-11-NT,Japan,III,3.7,708,21.0,16.2,853,676,https://wiki.warthunder.com/images/thumb/6/64/GarageImage_P-51C-11-NT_%28Japan%29.jpg/800px-GarageImage_P-51C-11-NT_%28Japan%29.jpg
P1Y1 mod. 11,Japan,III,3.3,546,26.0,10.2,680,431,https://wiki.warthunder.com/images/thumb/4/49/GarageImage_P1Y1_mod._11.jpg/800px-GarageImage_P1Y1_mod._11.jpg
R2Y2 Kai V1,Japan,V,8.0,851,30.0,20.0,960,498,https://wiki.warthunder.com/images/thumb/a/a9/GarageImage_R2Y2_Kai_V1.jpg/800px-GarageImage_R2Y2_Kai_V1.jpg
R2Y2 Kai V2,Japan,V,8.0,863,30.0,20.0,960,498,https://wiki.warthunder.com/images/thumb/c/c0/GarageImage_R2Y2_Kai_V2.jpg/800px-GarageImage_R2Y2_Kai_V2.jpg
R2Y2 Kai V3,Japan,V,8.0,860,28.0,20.0,960,498,https://wiki.warthunder.com/images/thumb/6/63/GarageImage_R2Y2_Kai_V3.jpg/800px-GarageImage_R2Y2_Kai_V3.jpg
T-2,Japan,VI,9.7,"1,710",33.0,140.0,"1,365",735,https://wiki.warthunder.com/images/thumb/2/2d/GarageImage_T-2.jpg/800px-GarageImage_T-2.jpg
T-2 Early,Japan,VI,9.7,"1,710",33.0,140.0,"1,365",735,https://wiki.warthunder.com/images/thumb/3/3b/GarageImage_T-2_Early.jpg/800px-GarageImage_T-2_Early.jpg
A-29,China,II,2.0,410,26.0,9.5,564,328,https://wiki.warthunder.com/images/thumb/c/c5/GarageImage_A-29.jpg/800px-GarageImage_A-29.jpg
A-5C,China,VI,10.0,"1,447",25.0,162.0,"1,260",N/A,https://wiki.warthunder.com/images/thumb/f/f9/GarageImage_A-5C.jpg/800px-GarageImage_A-5C.jpg
␗A6M2,China,III,3.7,510,17.0,13.3,660,484,https://wiki.warthunder.com/images/thumb/e/ea/GarageImage_A6M2_%28China%29.jpg/800px-GarageImage_A6M2_%28China%29.jpg
␗B-25J-30,China,III,4.0,444,31.0,7.7,591,382,https://wiki.warthunder.com/images/thumb/5/50/GarageImage_B-25J-30_%28China%29.jpg/800px-GarageImage_B-25J-30_%28China%29.jpg
CW-21,China,I,2.7,505,14.0,18.2,735,355,https://wiki.warthunder.com/images/thumb/3/38/GarageImage_CW-21.jpg/800px-GarageImage_CW-21.jpg
D.510C,China,I,1.3,394,13.0,19.2,576,-,https://wiki.warthunder.com/images/thumb/6/6e/GarageImage_D.510C.jpg/800px-GarageImage_D.510C.jpg
␗DB-3A,China,II,2.7,406,34.0,9.3,600,N/A,https://wiki.warthunder.com/images/thumb/e/ed/GarageImage_DB-3A_%28China%29.jpg/800px-GarageImage_DB-3A_%28China%29.jpg
␗F-100A,China,VI,9.3,"1,458",29.0,132.0,1361,-,https://wiki.warthunder.com/images/thumb/7/75/GarageImage_F-100A_%28China%29.jpg/800px-GarageImage_F-100A_%28China%29.jpg
␗F-100F,China,VI,9.3,___,__._,__._,1361,620,https://wiki.warthunder.com/images/thumb/d/d3/GarageImage_F-100F_%28China%29.jpg/800px-GarageImage_F-100F_%28China%29.jpg
␗F-104A,China,VI,9.3,"2,149",32.0,220.0,"1,527",N/A,https://wiki.warthunder.com/images/thumb/4/4a/GarageImage_F-104A_%28China%29.jpg/800px-GarageImage_F-104A_%28China%29.jpg
␗F-104G,China,VII,10.7,"2,387",34.0,260.0,"1,527",N/A,https://wiki.warthunder.com/images/thumb/8/88/GarageImage_F-104G_%28China%29.jpg/800px-GarageImage_F-104G_%28China%29.jpg
␗F-16A MLU,China,VIII,12.0,"2,146",19.8,295.0,"1,555",N/A,https://wiki.warthunder.com/images/thumb/2/22/GarageImage_F-16A_MLU_%28China%29.jpg/800px-GarageImage_F-16A_MLU_%28China%29.jpg
␗F-5A,China,VII,10.7,"1,444",27.0,135.0,1458,926,https://wiki.warthunder.com/images/thumb/9/9d/GarageImage_F-5A_%28China%29.jpg/800px-GarageImage_F-5A_%28China%29.jpg
␗F-5E,China,VII,10.7,"1,777",26.0,149.1,1458,"1,018",https://wiki.warthunder.com/images/thumb/d/da/GarageImage_F-5E_%28China%29.jpg/800px-GarageImage_F-5E_%28China%29.jpg
␗F-84G-21-RE,China,V,7.7,985,28.0,36.2,1044.75,527,https://wiki.warthunder.com/images/thumb/9/9a/GarageImage_F-84G-21-RE_%28China%29.jpg/800px-GarageImage_F-84G-21-RE_%28China%29.jpg
␗F-84G-31-RE,China,V,7.7,985,28.0,36.2,1044.75,527,https://wiki.warthunder.com/images/thumb/5/57/GarageImage_F-84G-31-RE_%28China%29.jpg/800px-GarageImage_F-84G-31-RE_%28China%29.jpg
␗F-86F-30,China,V,8.7,"1,106",24.0,46.7,"1,170",590,https://wiki.warthunder.com/images/thumb/6/66/GarageImage_F-86F-30_%28China%29.jpg/800px-GarageImage_F-86F-30_%28China%29.jpg
␗F-86F-40,China,V,9.0,"1,106",23.0,46.5,"1,170",590,https://wiki.warthunder.com/images/thumb/a/a0/GarageImage_F-86F-40_%28China%29.jpg/800px-GarageImage_F-86F-40_%28China%29.jpg
␗Gladiator Mk I,China,I,1.0,414,16.0,15.7,560,N/A,https://wiki.warthunder.com/images/thumb/8/85/GarageImage_Gladiator_Mk_I_%28China%29.jpg/800px-GarageImage_Gladiator_Mk_I_%28China%29.jpg
H-5,China,V,8.0,905,48.0,20.0,810,577,https://wiki.warthunder.com/images/thumb/4/40/GarageImage_H-5.jpg/800px-GarageImage_H-5.jpg
H-81A-2,China,II,2.3,561,19.0,12.0,795,595,https://wiki.warthunder.com/images/thumb/f/f2/GarageImage_H-81A-2.jpg/800px-GarageImage_H-81A-2.jpg
Hawk III,China,I,1.0,444,13.3,15.2,600,N/A,https://wiki.warthunder.com/images/thumb/2/24/GarageImage_Hawk_III.jpg/800px-GarageImage_Hawk_III.jpg
␗Hs 123 A-1,China,I,1.0,310,15.0,12.0,577,300,https://wiki.warthunder.com/images/thumb/b/bd/GarageImage_Hs_123_A-1_%28China%29.jpg/800px-GarageImage_Hs_123_A-1_%28China%29.jpg
␗I-153 M-62,China,I,2.3,444,13.3,15.2,580,N/A,https://wiki.warthunder.com/images/thumb/0/08/GarageImage_I-153_M-62_%28China%29.jpg/800px-GarageImage_I-153_M-62_%28China%29.jpg
␗I-15bis,China,I,1.0,380,10.5,14.2,580,-,https://wiki.warthunder.com/images/thumb/8/83/GarageImage_I-15bis_%28China%29.jpg/800px-GarageImage_I-15bis_%28China%29.jpg
␗I-16 Chung 28,China,I,1.3,445,15.0,18.5,660,700,https://wiki.warthunder.com/images/thumb/a/a0/GarageImage_I-16_Chung_28_%28China%29.jpg/800px-GarageImage_I-16_Chung_28_%28China%29.jpg
␗I-16 type 10,China,II,2.0,453,16.7,19.8,700,N/A,https://wiki.warthunder.com/images/thumb/3/37/GarageImage_I-16_type_10_%28China%29.jpg/800px-GarageImage_I-16_type_10_%28China%29.jpg
␗I-16 type 17,China,II,3.3,461,16.5,18.5,700,N/A,https://wiki.warthunder.com/images/thumb/0/05/GarageImage_I-16_type_17_%28China%29.jpg/800px-GarageImage_I-16_type_17_%28China%29.jpg
␗I-16 type 5,China,I,1.3,445,15.0,18.5,700,700,https://wiki.warthunder.com/images/thumb/7/7d/GarageImage_I-16_type_5_%28China%29.jpg/800px-GarageImage_I-16_type_5_%28China%29.jpg
␗IL-10 (1946),China,IV,5.0,528,24.0,10.4,720,496,https://wiki.warthunder.com/images/thumb/6/67/GarageImage_IL-10_%281946%29_%28China%29.jpg/800px-GarageImage_IL-10_%281946%29_%28China%29.jpg
J-2,China,V,8.7,"1,076",20.7,50.0,"1,132",-,https://wiki.warthunder.com/images/thumb/8/8b/GarageImage_J-2.jpg/800px-GarageImage_J-2.jpg
J-4,China,V,9.0,"1,114",21.5,50.0,"1,150",-,https://wiki.warthunder.com/images/thumb/9/92/GarageImage_J-4.jpg/800px-GarageImage_J-4.jpg
J-6A,China,VI,9.3,"1,436",32.0,180.0,1260,N/A,https://wiki.warthunder.com/images/thumb/3/32/GarageImage_J-6A.jpg/800px-GarageImage_J-6A.jpg
J-7D,China,VII,11.0,"2,419",26.0,170.0,1365,-,https://wiki.warthunder.com/images/thumb/0/00/GarageImage_J-7D.jpg/800px-GarageImage_J-7D.jpg
J-7E,China,VII,11.0,"2,387",24.0,180.0,1365,-,https://wiki.warthunder.com/images/thumb/c/cd/GarageImage_J-7E.jpg/800px-GarageImage_J-7E.jpg
J-7II,China,VI,9.3,"2,262",33.0,135.0,1365,N/A,https://wiki.warthunder.com/images/thumb/0/03/GarageImage_J-7II.jpg/800px-GarageImage_J-7II.jpg
J-8B,China,VII,11.0,"2,300",27.0,200.0,"1,365",N/A,https://wiki.warthunder.com/images/thumb/8/87/GarageImage_J-8B.jpg/800px-GarageImage_J-8B.jpg
J-8F,China,VIII,11.7,"2,300",27.0,220.0,"1,365",-,https://wiki.warthunder.com/images/thumb/1/14/GarageImage_J-8F.jpg/800px-GarageImage_J-8F.jpg
JH-7A,China,VIII,11.3,___,__._,__._,"1,331",717,https://wiki.warthunder.com/images/thumb/3/38/GarageImage_JH-7A.jpg/800px-GarageImage_JH-7A.jpg
␗Ki-27 otsu,China,I,2.0,495,10.0,12.8,554,N/A,https://wiki.warthunder.com/images/thumb/2/23/GarageImage_Ki-27_otsu_%28China%29.jpg/800px-GarageImage_Ki-27_otsu_%28China%29.jpg
␗Ki-43-III ko,China,I,3.0,558,15.0,15.3,661,477,https://wiki.warthunder.com/images/thumb/3/3c/GarageImage_Ki-43-III_ko_%28China%29.jpg/800px-GarageImage_Ki-43-III_ko_%28China%29.jpg
␗Ki-44-II hei,China,III,3.7,606,20.0,18.8,850,400,https://wiki.warthunder.com/images/thumb/4/4f/GarageImage_Ki-44-II_hei_%28China%29.jpg/800px-GarageImage_Ki-44-II_hei_%28China%29.jpg
␗Ki-45 hei/tei,China,II,2.3,570,24.0,19.5,712.5,450,https://wiki.warthunder.com/images/thumb/7/76/GarageImage_Ki-45_hei_tei_%28China%29.jpg/800px-GarageImage_Ki-45_hei_tei_%28China%29.jpg
␗Ki-61-I otsu,China,III,3.7,587,20.3,11.0,850,292,https://wiki.warthunder.com/images/thumb/2/23/GarageImage_Ki-61-I_otsu_%28China%29.jpg/800px-GarageImage_Ki-61-I_otsu_%28China%29.jpg
␗Ki-84 ko,China,IV,5.3,692,19.4,17.9,837,470,https://wiki.warthunder.com/images/thumb/0/04/GarageImage_Ki-84_ko_%28China%29.jpg/800px-GarageImage_Ki-84_ko_%28China%29.jpg
␗La-11,China,IV,5.3,680,22.0,16.1,850,460,https://wiki.warthunder.com/images/thumb/1/13/GarageImage_La-11_%28China%29.jpg/800px-GarageImage_La-11_%28China%29.jpg
␗La-9,China,IV,6.0,690,21.0,19.2,850,490,https://wiki.warthunder.com/images/thumb/d/d4/GarageImage_La-9_%28China%29.jpg/800px-GarageImage_La-9_%28China%29.jpg
Martin 139WC,China,I,1.3,370,21.0,7.7,564,328,https://wiki.warthunder.com/images/thumb/7/70/GarageImage_Martin_139WC.jpg/800px-GarageImage_Martin_139WC.jpg
␗MiG-9,China,V,7.3,909,29.0,22.0,1020,N/A,https://wiki.warthunder.com/images/thumb/1/19/GarageImage_MiG-9_%28China%29.jpg/800px-GarageImage_MiG-9_%28China%29.jpg
␗MiG-9 (l),China,V,7.3,967,26.0,28.0,1020,N/A,https://wiki.warthunder.com/images/thumb/c/c4/GarageImage_MiG-9_%28l%29_%28China%29.jpg/800px-GarageImage_MiG-9_%28l%29_%28China%29.jpg
Mosquito FB.Mk.26,China,III,3.7,618,28.0,8.5,720,390,https://wiki.warthunder.com/images/thumb/0/07/GarageImage_Mosquito_FB.Mk.26.jpg/800px-GarageImage_Mosquito_FB.Mk.26.jpg
